 1.8200 ; 10.6432 ; -3.5051
 1.8300 ; 10.6962 ; -3.5269
 1.8400 ; 10.7492 ; -3.5487
 1.8500 ; 10.8022 ; -3.5704
 1.8600 ; 10.8553 ; -3.5922
 1.8700 ; 10.9083 ; -3.6140
 1.8800 ; 10.9613 ; -3.6358
 1.8900 ; 11.0143 ; -3.6576
 1.9000 ; 11.0673 ; -3.6794
 1.9100 ; 11.1203 ; -3.7012
 1.9200 ; 11.1733 ; -3.7230
 1.9300 ; 11.2263 ; -3.7448
 1.9400 ; 11.2793 ; -3.7666
 1.9500 ; 11.3323 ; -3.7884
 1.9600 ; 11.3853 ; -3.8102
 1.9700 ; 11.4383 ; -3.8320
 1.9800 ; 11.4913 ; -3.8538
 1.9900 ; 11.5443 ; -3.8756
 2.0000 ; 11.5973 ; -3.8974
 2.0100 ; 11.6504 ; -3.9192
 2.0200 ; 11.7034 ; -3.9410
 2.0300 ; 11.7564 ; -3.9628
 2.0400 ; 11.8094 ; -3.9846
 2.0500 ; 11.8624 ; -4.0064
 2.0600 ; 11.9154 ; -4.0282
 2.0700 ; 11.9684 ; -4.0500
 2.0800 ; 12.0214 ; -4.0718
 2.0900 ; 12.0744 ; -4.0936
 2.1000 ; 12.1274 ; -4.1154
 2.1100 ; 12.1804 ; -4.1372
 2.1200 ; 12.2334 ; -4.1590
 2.1300 ; 12.2864 ; -4.1808
 2.1400 ; 12.3394 ; -4.2026
 2.1500 ; 12.3924 ; -4.2244
 2.1600 ; 12.4454 ; -4.2462
 2.1700 ; 12.4984 ; -4.2680
 2.1800 ; 12.5514 ; -4.2898
 2.1900 ; 12.6044 ; -4.3116
 2.2000 ; 12.6574 ; -4.3334
 2.2100 ; 12.7104 ; -4.3552
 2.2200 ; 12.7634 ; -4.3770
 2.2300 ; 12.8164 ; -4.3988
 2.2400 ; 12.8694 ; -4.4206
 2.2500 ; 12.9224 ; -4.4424
 2.2600 ; 12.9754 ; -4.4642
 2.2700 ; 13.0284 ; -4.4860
 2.2800 ; 13.0814 ; -4.5078
 2.2900 ; 13.1344 ; -4.5296
 2.3000 ; 13.1874 ; -4.5514
 2.3100 ; 13.2404 ; -4.5732
 2.3200 ; 13.2934 ; -4.5950
 2.3300 ; 13.3464 ; -4.6168
 2.3400 ; 13.3994 ; -4.6386
 2.3500 ; 13.4524 ; -4.6604
 2.3600 ; 13.5054 ; -4.6822
 2.3700 ; 13.5584 ; -4.7040
 2.3800 ; 13.6114 ; -4.7258
 2.3900 ; 13.6644 ; -4.7476
 2.4000 ; 13.7174 ; -4.7694
 2.4100 ; 13.7704 ; -4.7912
 2.4200 ; 13.8234 ; -4.8130
 2.4300 ; 13.8764 ; -4.8348
 2.4400 ; 13.9294 ; -4.8566
 2.4500 ; 13.9824 ; -4.8784
 2.4600 ; 14.0354 ; -4.9002
 2.4700 ; 14.0884 ; -4.9220
 2.4800 ; 14.1414 ; -4.9438
 2.4900 ; 14.1944 ; -4.9656
 2.5000 ; 14.2474 ; -4.9874
 2.5100 ; 14.3004 ; -5.0092
 2.5200 ; 14.3534 ; -5.0310
 2.5300 ; 14.4064 ; -5.0528
 2.5400 ; 14.4594 ; -5.0746
 2.5500 ; 14.5124 ; -5.0964
 2.5600 ; 14.5654 ; -5.1182
 2.5700 ; 14.6184 ; -5.1400
 2.5800 ; 14.6714 ; -5.1618
 2.5900 ; 14.7244 ; -5.1836
 2.6000 ; 14.7774 ; -5.2054
 2.6100 ; 14.8304 ; -5.2272
 2.6200 ; 14.8834 ; -5.2490
 2.6300 ; 14.9364 ; -5.2708
 2.6400 ; 14.9894 ; -5.2926
 2.6500 ; 15.0424 ; -5.3144
 2.6600 ; 15.0954 ; -5.3362
 2.6700 ; 15.1484 ; -5.3580
 2.6800 ; 15.2014 ; -5.3798
 2.6900 ; 15.2544 ; -5.4016
 2.7000 ; 15.3074 ; -5.4234
 2.7100 ; 15.3604 ; -5.4452
 2.7200 ; 15.4134 ; -5.4670
 2.7300 ; 15.4664 ; -5.4888
 2.7400 ; 15.5194 ; -5.5106
 2.7500 ; 15.5724 ; -5.5324
 2.7600 ; 15.6254 ; -5.5542
 2.7700 ; 15.6784 ; -5.5760
 2.7800 ; 15.7314 ; -5.5978
 2.7900 ; 15.7844 ; -5.6196
 2.8000 ; 15.8374 ; -5.6414
 2.8100 ; 15.8904 ; -5.6632
 2.8200 ; 15.9434 ; -5.6850
 2.8300 ; 15.9965 ; -5.7068
 2.8400 ; 16.0494 ; -5.7286
 2.8500 ; 16.1024 ; -5.7504
 2.8600 ; 16.1554 ; -5.7722
 2.8700 ; 16.2084 ; -5.7940
 2.8800 ; 16.2614 ; -5.8158
 2.8900 ; 16.3144 ; -5.8376
 2.9000 ; 16.3674 ; -5.8594
 2.9100 ; 16.4204 ; -5.8812
 2.9200 ; 16.4734 ; -5.9030
 2.9300 ; 16.5264 ; -5.9248
 2.9400 ; 16.5794 ; -5.9466
 2.9500 ; 16.6324 ; -5.9684
 2.9600 ; 16.6854 ; -5.9902
 2.9700 ; 16.7384 ; -6.0120
 2.9800 ; 16.7914 ; -6.0338
 2.9900 ; 16.8444 ; -6.0556
 3.0000 ; 16.8974 ; -6.0774
